,Ticker,SimFinId,Date,Open,High,Low,Close,Adj. Close,Volume,Dividend,Shares Outstanding
814571,BRKR,1253240,2019-04-30,38.22,38.73,37.76,38.6,37.93,593072,0.0,156814676
814572,BRKR,1253240,2019-05-01,38.65,38.88,38.07,38.1,37.44,950231,0.0,156814676
814573,BRKR,1253240,2019-05-02,37.97,38.59,37.86,38.59,37.92,1093636,0.0,156814676
814574,BRKR,1253240,2019-05-03,43.55,44.47,40.92,43.47,42.72,2243315,0.0,156814676
814575,BRKR,1253240,2019-05-06,42.79,44.01,42.63,43.39,42.64,1269827,0.0,156814676
814576,BRKR,1253240,2019-05-07,43.09,43.38,42.14,42.42,41.68,821930,0.0,156814676
814577,BRKR,1253240,2019-05-08,42.41,42.84,41.92,42.32,41.59,685410,0.0,156814676
814578,BRKR,1253240,2019-05-09,41.94,42.5,41.62,42.26,41.53,635980,0.0,156814676
814579,BRKR,1253240,2019-05-10,42.28,43.19,41.69,42.94,42.19,901521,0.0,156814676
814580,BRKR,1253240,2019-05-13,42.02,42.17,41.11,41.66,40.94,630228,0.0,156814676
814581,BRKR,1253240,2019-05-14,41.87,42.84,41.76,42.58,41.84,1027231,0.0,156814676
814582,BRKR,1253240,2019-05-15,41.95,42.36,41.46,41.72,41.0,646235,0.0,156814676
814583,BRKR,1253240,2019-05-16,41.86,42.53,41.73,42.42,41.68,683976,0.0,156814676
814584,BRKR,1253240,2019-05-17,42.1,42.38,41.33,41.37,40.65,399535,0.0,156814676
814585,BRKR,1253240,2019-05-20,41.02,41.51,40.75,40.99,40.28,462717,0.0,156814676
814586,BRKR,1253240,2019-05-21,41.36,42.15,41.36,41.67,40.95,656241,0.0,156814676
814587,BRKR,1253240,2019-05-22,41.28,42.33,41.28,42.14,41.41,662852,0.0,156814676
814588,BRKR,1253240,2019-05-23,41.7,42.19,41.68,42.09,41.36,788339,0.0,156814676
814589,BRKR,1253240,2019-05-24,42.28,43.39,42.28,42.31,41.58,670060,0.0,156814676
814590,BRKR,1253240,2019-05-28,42.46,43.6,42.46,42.75,42.01,1317618,0.0,156814676
814591,BRKR,1253240,2019-05-29,42.56,42.6,41.12,41.14,40.43,975855,0.0,156814676
814592,BRKR,1253240,2019-05-30,41.32,41.81,41.18,41.47,40.75,520819,0.0,156814676
814593,BRKR,1253240,2019-05-31,40.97,42.23,40.7,41.77,41.08,779992,0.04,156814676
814594,BRKR,1253240,2019-06-03,41.69,41.94,40.11,41.36,40.68,1395151,0.0,156814676
814595,BRKR,1253240,2019-06-04,41.75,42.81,41.75,42.67,41.97,938997,0.0,156814676
814596,BRKR,1253240,2019-06-05,43.13,43.6,42.73,43.17,42.46,1127866,0.0,156814676
814597,BRKR,1253240,2019-06-06,43.52,44.0,43.21,43.36,42.65,668518,0.0,156814676
814598,BRKR,1253240,2019-06-07,43.61,44.16,43.59,43.87,43.15,625171,0.0,156814676
814599,BRKR,1253240,2019-06-10,44.22,45.36,44.0,45.13,44.39,1146562,0.0,156814676
814600,BRKR,1253240,2019-06-11,45.27,46.0,44.9,45.79,45.04,1019346,0.0,156814676
814601,BRKR,1253240,2019-06-12,45.62,46.55,45.52,46.4,45.64,775478,0.0,156814676
814602,BRKR,1253240,2019-06-13,46.57,46.74,45.57,45.77,45.02,657664,0.0,156814676
814603,BRKR,1253240,2019-06-14,45.83,45.83,44.83,45.55,44.8,744508,0.0,156814676
814604,BRKR,1253240,2019-06-17,45.71,46.43,45.62,45.89,45.14,746222,0.0,156814676
814605,BRKR,1253240,2019-06-18,46.23,47.27,45.88,47.19,46.42,1118616,0.0,156814676
814606,BRKR,1253240,2019-06-19,46.99,47.78,46.97,47.71,46.93,577944,0.0,156814676
814607,BRKR,1253240,2019-06-20,48.15,48.88,47.81,48.64,47.84,1006294,0.0,156814676
814608,BRKR,1253240,2019-06-21,49.05,49.17,48.05,48.76,47.96,937576,0.0,156814676
814609,BRKR,1253240,2019-06-24,49.26,49.88,48.57,48.6,47.8,499463,0.0,156814676
814610,BRKR,1253240,2019-06-25,48.77,49.22,48.32,48.36,47.57,593828,0.0,156814676
814611,BRKR,1253240,2019-06-26,48.41,48.83,47.61,48.27,47.48,412425,0.0,156814676
814612,BRKR,1253240,2019-06-27,48.52,49.22,48.48,48.95,48.15,461287,0.0,156814676
814613,BRKR,1253240,2019-06-28,49.21,51.13,48.78,49.95,49.13,1979414,0.0,156814676
814614,BRKR,1253240,2019-07-01,50.7,51.41,49.98,50.4,49.57,620352,0.0,154661991
814615,BRKR,1253240,2019-07-02,50.4,50.69,49.76,50.13,49.31,510217,0.0,154661991
814616,BRKR,1253240,2019-07-03,50.51,51.38,50.4,50.89,50.05,550999,0.0,154661991
814617,BRKR,1253240,2019-07-05,50.47,51.11,50.27,50.98,50.14,419809,0.0,154661991
814618,BRKR,1253240,2019-07-08,50.91,51.33,49.84,50.18,49.36,307575,0.0,154661991
814619,BRKR,1253240,2019-07-09,50.14,50.31,49.79,50.05,49.23,576860,0.0,154661991
814620,BRKR,1253240,2019-07-10,50.35,50.43,49.81,50.0,49.18,456725,0.0,154661991
814621,BRKR,1253240,2019-07-11,50.37,50.46,49.57,49.85,49.03,411752,0.0,154661991
814622,BRKR,1253240,2019-07-12,49.48,50.06,46.59,49.16,48.35,1001791,0.0,154661991
814623,BRKR,1253240,2019-07-15,49.89,49.89,49.19,49.66,48.85,456934,0.0,154661991
814624,BRKR,1253240,2019-07-16,49.75,50.29,49.13,49.61,48.8,468622,0.0,154661991
814625,BRKR,1253240,2019-07-17,48.5,49.03,48.2,48.48,47.68,1368845,0.0,154661991
814626,BRKR,1253240,2019-07-18,48.61,49.14,48.38,48.52,47.72,1298862,0.0,154661991
814627,BRKR,1253240,2019-07-19,48.82,49.35,48.25,48.35,47.56,1125628,0.0,154661991
814628,BRKR,1253240,2019-07-22,48.38,49.31,48.29,48.7,47.9,748931,0.0,154661991
814629,BRKR,1253240,2019-07-23,48.98,49.37,48.6,48.92,48.12,583718,0.0,154661991
814630,BRKR,1253240,2019-07-24,48.68,49.41,48.3,48.88,48.08,575842,0.0,154661991
814631,BRKR,1253240,2019-07-25,48.61,49.24,48.4,48.84,48.04,740059,0.0,154661991
814632,BRKR,1253240,2019-07-26,49.04,49.34,48.29,48.32,47.53,756927,0.0,154661991
814633,BRKR,1253240,2019-07-29,48.34,48.75,48.25,48.58,47.78,1090547,0.0,154661991
814634,BRKR,1253240,2019-07-30,48.12,48.69,47.77,48.62,47.82,1532983,0.0,154661991
814635,BRKR,1253240,2019-07-31,48.47,48.87,47.63,47.85,47.06,1446176,0.0,154661991
814636,BRKR,1253240,2019-08-01,47.86,48.31,46.01,46.64,45.87,1679031,0.0,154661991
814637,BRKR,1253240,2019-08-02,45.77,45.89,41.23,41.57,40.89,2790441,0.0,154661991
814638,BRKR,1253240,2019-08-05,40.71,40.81,39.53,40.02,39.36,1160299,0.0,154661991
814639,BRKR,1253240,2019-08-06,40.21,42.11,40.09,41.77,41.08,1500804,0.0,154661991
814640,BRKR,1253240,2019-08-07,41.12,42.02,40.3,41.71,41.03,1289667,0.0,154661991
814641,BRKR,1253240,2019-08-08,42.04,42.48,41.55,41.95,41.26,642382,0.0,154661991
814642,BRKR,1253240,2019-08-09,41.72,41.82,40.95,41.01,40.34,576499,0.0,154661991
814643,BRKR,1253240,2019-08-12,40.6,40.76,39.84,39.91,39.26,847614,0.0,154661991
814644,BRKR,1253240,2019-08-13,39.57,41.69,39.55,41.21,40.53,1211462,0.0,154661991
814645,BRKR,1253240,2019-08-14,40.25,41.06,39.38,39.76,39.11,1081862,0.0,154661991
814646,BRKR,1253240,2019-08-15,39.93,40.18,39.31,39.96,39.3,1013136,0.0,154661991
814647,BRKR,1253240,2019-08-16,40.38,41.76,40.06,41.47,40.79,1289735,0.0,154661991
814648,BRKR,1253240,2019-08-19,42.0,42.2,41.34,41.45,40.77,968519,0.0,154661991
814649,BRKR,1253240,2019-08-20,41.38,42.19,41.2,42.08,41.39,1691666,0.0,154661991
814650,BRKR,1253240,2019-08-21,42.55,42.6,41.91,42.33,41.64,671012,0.0,154661991
814651,BRKR,1253240,2019-08-22,42.31,42.49,41.94,42.26,41.57,1085008,0.0,154661991
814652,BRKR,1253240,2019-08-23,42.07,42.27,41.04,41.64,40.96,1862059,0.0,154661991
814653,BRKR,1253240,2019-08-26,42.2,42.2,40.86,41.45,40.77,469173,0.0,154661991
814654,BRKR,1253240,2019-08-27,41.62,42.19,41.5,41.89,41.2,592287,0.0,154661991
814655,BRKR,1253240,2019-08-28,41.67,42.39,41.3,42.29,41.6,500991,0.0,154661991
814656,BRKR,1253240,2019-08-29,42.63,43.14,42.38,43.06,42.35,463411,0.0,154661991
814657,BRKR,1253240,2019-08-30,43.19,43.54,42.93,43.17,42.5,837532,0.04,154661991
814658,BRKR,1253240,2019-09-03,42.84,43.46,42.54,42.79,42.13,524494,0.0,154661991
814659,BRKR,1253240,2019-09-04,42.94,43.39,42.32,42.42,41.76,748875,0.0,154661991
814660,BRKR,1253240,2019-09-05,42.68,43.34,42.3,43.12,42.45,483523,0.0,154661991
814661,BRKR,1253240,2019-09-06,43.17,43.59,42.48,42.91,42.24,704626,0.0,154661991
814662,BRKR,1253240,2019-09-09,43.12,43.5,42.2,42.23,41.58,758898,0.0,154661991
814663,BRKR,1253240,2019-09-10,41.72,42.62,40.82,42.62,41.96,741512,0.0,154661991
814664,BRKR,1253240,2019-09-11,42.71,44.52,42.42,44.48,43.79,899832,0.0,154661991
814665,BRKR,1253240,2019-09-12,44.56,44.61,43.31,43.36,42.69,822945,0.0,154661991
814666,BRKR,1253240,2019-09-13,43.41,44.11,43.29,43.43,42.76,570341,0.0,154661991
814667,BRKR,1253240,2019-09-16,42.98,43.3,42.74,42.86,42.2,444546,0.0,154661991
814668,BRKR,1253240,2019-09-17,42.74,42.95,42.46,42.89,42.23,547642,0.0,154661991
814669,BRKR,1253240,2019-09-18,42.84,43.34,42.39,42.98,42.31,616931,0.0,154661991
814670,BRKR,1253240,2019-09-19,43.09,43.66,43.09,43.53,42.86,586762,0.0,154661991
814671,BRKR,1253240,2019-09-20,43.7,43.86,43.29,43.54,42.87,508921,0.0,154661991
814672,BRKR,1253240,2019-09-23,43.25,43.33,42.54,42.92,42.25,528228,0.0,154661991
814673,BRKR,1253240,2019-09-24,43.29,43.35,42.23,42.5,41.84,476491,0.0,154661991
814674,BRKR,1253240,2019-09-25,42.6,43.51,42.25,43.27,42.6,545873,0.0,154661991
814675,BRKR,1253240,2019-09-26,44.48,45.05,44.13,44.39,43.7,1301686,0.0,154661991
814676,BRKR,1253240,2019-09-27,44.42,45.31,44.03,44.42,43.73,1013165,0.0,154661991
814677,BRKR,1253240,2019-09-30,44.42,44.94,43.85,43.93,43.25,578990,0.0,153945784
814678,BRKR,1253240,2019-10-01,43.93,44.79,43.43,43.72,43.04,658461,0.0,153945784
814679,BRKR,1253240,2019-10-02,43.52,43.75,42.37,43.5,42.83,557238,0.0,153945784
814680,BRKR,1253240,2019-10-03,43.35,43.96,42.6,43.95,43.27,745045,0.0,153945784
814681,BRKR,1253240,2019-10-04,44.0,44.68,43.49,44.27,43.58,818883,0.0,153945784
814682,BRKR,1253240,2019-10-07,44.16,44.45,43.58,43.74,43.06,472325,0.0,153945784
814683,BRKR,1253240,2019-10-08,43.28,43.76,42.1,42.36,41.7,455582,0.0,153945784
814684,BRKR,1253240,2019-10-09,42.58,43.13,42.35,42.93,42.26,373251,0.0,153945784
814685,BRKR,1253240,2019-10-10,42.85,43.44,42.65,43.1,42.43,234133,0.0,153945784
814686,BRKR,1253240,2019-10-11,43.5,44.16,43.5,43.73,43.05,375454,0.0,153945784
814687,BRKR,1253240,2019-10-14,43.6,43.95,43.22,43.52,42.85,292264,0.0,153945784
814688,BRKR,1253240,2019-10-15,43.9,44.24,43.77,43.85,43.17,281706,0.0,153945784
814689,BRKR,1253240,2019-10-16,43.77,43.77,43.12,43.33,42.66,317509,0.0,153945784
814690,BRKR,1253240,2019-10-17,43.54,44.2,43.51,43.64,42.96,335976,0.0,153945784
814691,BRKR,1253240,2019-10-18,43.41,44.02,43.22,43.94,43.26,240176,0.0,153945784
814692,BRKR,1253240,2019-10-21,44.26,44.26,43.78,43.96,43.28,232759,0.0,153945784
814693,BRKR,1253240,2019-10-22,44.16,44.22,43.53,43.58,42.9,379511,0.0,153945784
814694,BRKR,1253240,2019-10-23,43.6,43.8,43.0,43.34,42.67,603235,0.0,153945784
814695,BRKR,1253240,2019-10-24,43.67,43.77,43.1,43.65,42.97,409055,0.0,153945784
814696,BRKR,1253240,2019-10-25,43.32,44.12,43.32,43.73,43.05,325656,0.0,153945784
814697,BRKR,1253240,2019-10-28,44.0,44.96,44.0,44.29,43.6,527093,0.0,153945784
814698,BRKR,1253240,2019-10-29,43.86,44.54,43.21,44.18,43.5,633285,0.0,153945784
814699,BRKR,1253240,2019-10-30,44.34,44.66,43.86,44.57,43.88,390513,0.0,153991644
814700,BRKR,1253240,2019-10-31,44.52,44.72,43.94,44.5,43.81,676616,0.0,153991644
814701,BRKR,1253240,2019-11-01,50.03,52.23,48.54,50.1,49.32,1310345,0.0,153991644
814702,BRKR,1253240,2019-11-04,50.22,50.76,49.19,49.21,48.45,681306,0.0,153991644
814703,BRKR,1253240,2019-11-05,49.01,49.33,47.3,47.59,46.85,810129,0.0,153991644
814704,BRKR,1253240,2019-11-06,46.88,48.41,46.46,48.21,47.46,703466,0.0,153991644
814705,BRKR,1253240,2019-11-07,48.23,48.91,47.06,47.1,46.37,482501,0.0,153991644
814706,BRKR,1253240,2019-11-08,47.06,47.95,46.7,47.9,47.16,511909,0.0,153991644
814707,BRKR,1253240,2019-11-11,47.5,48.26,47.45,48.12,47.37,315332,0.0,153991644
814708,BRKR,1253240,2019-11-12,48.27,48.67,47.95,48.34,47.59,426833,0.0,153991644
814709,BRKR,1253240,2019-11-13,48.31,48.85,48.17,48.62,47.87,400914,0.0,153991644
814710,BRKR,1253240,2019-11-14,48.9,49.67,48.78,49.17,48.41,601619,0.0,153991644
814711,BRKR,1253240,2019-11-15,49.25,49.86,49.25,49.48,48.71,611882,0.0,153991644
814712,BRKR,1253240,2019-11-18,49.63,50.63,49.54,50.3,49.52,630196,0.0,153991644
814713,BRKR,1253240,2019-11-19,50.27,51.23,50.15,50.72,49.93,608642,0.0,153991644
814714,BRKR,1253240,2019-11-20,50.84,51.13,49.66,49.83,49.06,773578,0.0,153991644
814715,BRKR,1253240,2019-11-21,49.94,49.97,49.18,49.5,48.73,574696,0.0,153991644
814716,BRKR,1253240,2019-11-22,49.73,49.96,49.38,49.86,49.09,1329868,0.0,153991644
814717,BRKR,1253240,2019-11-25,50.21,51.02,50.12,50.75,49.96,381403,0.0,153991644
814718,BRKR,1253240,2019-11-26,50.73,51.05,50.57,50.86,50.07,331452,0.0,153991644
814719,BRKR,1253240,2019-11-27,50.85,51.63,50.69,51.29,50.5,507731,0.0,153991644
814720,BRKR,1253240,2019-11-29,51.32,51.87,51.09,51.19,50.44,440744,0.04,153991644
814721,BRKR,1253240,2019-12-02,51.5,51.89,50.14,50.7,49.95,642832,0.0,153991644
814722,BRKR,1253240,2019-12-03,50.25,50.48,48.86,49.02,48.3,729734,0.0,153991644
814723,BRKR,1253240,2019-12-04,49.33,49.81,49.27,49.47,48.74,703136,0.0,153991644
814724,BRKR,1253240,2019-12-05,49.78,50.27,49.37,49.95,49.21,380988,0.0,153991644
814725,BRKR,1253240,2019-12-06,50.3,50.76,50.3,50.42,49.68,416364,0.0,153991644
814726,BRKR,1253240,2019-12-09,50.25,50.35,49.47,49.67,48.94,354109,0.0,153991644
814727,BRKR,1253240,2019-12-10,49.66,50.31,49.44,50.11,49.37,504219,0.0,153991644
814728,BRKR,1253240,2019-12-11,50.02,50.09,49.28,49.54,48.81,299649,0.0,153991644
814729,BRKR,1253240,2019-12-12,49.32,50.22,49.11,49.58,48.85,452199,0.0,153991644
814730,BRKR,1253240,2019-12-13,49.51,49.67,48.68,48.87,48.15,330803,0.0,153991644
814731,BRKR,1253240,2019-12-16,49.23,49.73,48.78,49.48,48.75,477473,0.0,153991644
814732,BRKR,1253240,2019-12-17,49.62,49.68,49.05,49.18,48.46,489588,0.0,153991644
814733,BRKR,1253240,2019-12-18,48.99,49.6,48.87,49.43,48.7,466950,0.0,153991644
814734,BRKR,1253240,2019-12-19,49.64,50.05,49.52,49.74,49.01,377903,0.0,153991644
814735,BRKR,1253240,2019-12-20,50.23,51.67,50.23,51.61,50.85,682213,0.0,153991644
814736,BRKR,1253240,2019-12-23,51.62,51.99,51.25,51.75,50.99,397641,0.0,153991644
814737,BRKR,1253240,2019-12-24,51.78,52.15,51.44,51.61,50.85,123815,0.0,153991644
814738,BRKR,1253240,2019-12-26,51.51,51.55,50.94,51.22,50.47,260844,0.0,153991644
814739,BRKR,1253240,2019-12-27,51.4,51.4,50.77,50.98,50.23,224863,0.0,153991644
814740,BRKR,1253240,2019-12-30,50.87,50.93,50.2,50.44,49.7,258845,0.0,153991644
814741,BRKR,1253240,2019-12-31,50.48,51.02,50.09,50.97,50.22,208765,0.0,154155798
814742,BRKR,1253240,2020-01-02,51.73,52.0,50.53,51.36,50.6,359547,0.0,154155798
814743,BRKR,1253240,2020-01-03,50.69,50.97,50.17,50.42,49.68,554853,0.0,154155798
814744,BRKR,1253240,2020-01-06,50.24,50.74,49.89,50.57,49.83,501581,0.0,154155798
814745,BRKR,1253240,2020-01-07,50.57,51.16,50.23,50.79,50.04,350123,0.0,154155798
814746,BRKR,1253240,2020-01-08,51.17,51.67,50.94,50.98,50.23,581973,0.0,154155798
814747,BRKR,1253240,2020-01-09,51.22,51.83,51.06,51.25,50.5,533163,0.0,154155798
814748,BRKR,1253240,2020-01-10,51.54,52.41,51.4,51.92,51.16,467762,0.0,154155798
814749,BRKR,1253240,2020-01-13,52.3,53.08,52.2,53.0,52.22,825988,0.0,154155798
814750,BRKR,1253240,2020-01-14,53.0,54.25,52.8,53.45,52.66,742532,0.0,154155798
814751,BRKR,1253240,2020-01-15,53.4,54.35,53.32,53.72,52.93,492453,0.0,154155798
814752,BRKR,1253240,2020-01-16,54.21,54.49,53.56,53.99,53.19,508837,0.0,154155798
814753,BRKR,1253240,2020-01-17,54.14,54.41,53.07,53.63,52.84,692474,0.0,154155798
814754,BRKR,1253240,2020-01-21,53.64,54.09,53.0,53.23,52.45,417509,0.0,154155798
814755,BRKR,1253240,2020-01-22,53.5,53.76,53.0,53.19,52.41,772207,0.0,154155798
814756,BRKR,1253240,2020-01-23,53.13,53.55,52.51,52.82,52.04,543408,0.0,154155798
814757,BRKR,1253240,2020-01-24,52.89,53.04,52.21,52.4,51.63,548951,0.0,154155798
814758,BRKR,1253240,2020-01-27,51.54,52.12,51.06,51.48,50.72,464117,0.0,154155798
814759,BRKR,1253240,2020-01-28,51.58,52.08,51.37,51.71,50.95,395092,0.0,154155798
814760,BRKR,1253240,2020-01-29,51.87,52.09,51.45,51.5,50.74,252317,0.0,154155798
814761,BRKR,1253240,2020-01-30,50.94,51.26,49.25,50.58,49.83,786377,0.0,154155798
814762,BRKR,1253240,2020-01-31,50.32,50.45,49.15,49.47,48.74,850188,0.0,154155798
814763,BRKR,1253240,2020-02-03,49.75,50.12,49.5,49.95,49.21,701459,0.0,154155798
814764,BRKR,1253240,2020-02-04,50.38,51.0,49.87,49.97,49.23,497692,0.0,154155798
814765,BRKR,1253240,2020-02-05,50.46,50.61,49.5,49.84,49.11,650571,0.0,154155798
814766,BRKR,1253240,2020-02-06,50.0,50.93,49.8,50.61,49.86,485754,0.0,154155798
814767,BRKR,1253240,2020-02-07,50.31,50.95,49.5,49.76,49.03,527750,0.0,154155798
814768,BRKR,1253240,2020-02-10,49.6,50.43,49.6,50.3,49.56,319461,0.0,154155798
814769,BRKR,1253240,2020-02-11,50.5,51.56,50.5,51.44,50.68,665961,0.0,154155798
814770,BRKR,1253240,2020-02-12,50.84,51.33,49.75,50.54,49.8,1620162,0.0,154155798
814771,BRKR,1253240,2020-02-13,49.74,51.53,49.32,50.59,49.84,522870,0.0,154155798
814772,BRKR,1253240,2020-02-14,50.8,50.8,50.24,50.51,49.77,410718,0.0,154155798
814773,BRKR,1253240,2020-02-18,49.76,50.25,48.64,49.25,48.52,994985,0.0,154155798
814774,BRKR,1253240,2020-02-19,49.24,50.22,48.75,49.99,49.25,598615,0.0,154155798
814775,BRKR,1253240,2020-02-20,50.02,50.23,49.3,49.84,49.11,515399,0.0,154155798
814776,BRKR,1253240,2020-02-21,49.75,49.98,49.11,49.58,48.85,575485,0.0,154155798
814777,BRKR,1253240,2020-02-24,48.01,48.78,47.28,48.5,47.79,1426544,0.0,154155798
814778,BRKR,1253240,2020-02-25,48.6,49.0,46.09,46.13,45.45,819597,0.0,154155798
814779,BRKR,1253240,2020-02-26,46.36,47.81,46.17,46.22,45.54,924625,0.0,154155798
814780,BRKR,1253240,2020-02-27,45.06,46.79,43.71,44.36,43.71,908504,0.0,154155798
814781,BRKR,1253240,2020-02-28,42.82,44.37,42.02,43.56,42.92,1532444,0.0,154155798
814782,BRKR,1253240,2020-03-02,43.89,45.63,43.06,45.6,44.93,843298,0.0,154155798
814783,BRKR,1253240,2020-03-03,45.6,46.77,44.21,44.91,44.25,807573,0.0,154155798
814784,BRKR,1253240,2020-03-04,45.82,47.0,45.08,46.91,46.22,497676,0.0,154155798
814785,BRKR,1253240,2020-03-05,45.8,46.47,44.55,45.0,44.34,901742,0.0,154155798
814786,BRKR,1253240,2020-03-06,43.72,44.9,43.53,44.67,44.05,709695,0.04,154155798
814787,BRKR,1253240,2020-03-09,41.87,42.5,40.32,40.39,39.83,813175,0.0,154155798
814788,BRKR,1253240,2020-03-10,41.55,42.43,40.02,42.34,41.75,1280274,0.0,154155798
814789,BRKR,1253240,2020-03-11,40.97,41.68,38.85,40.0,39.45,2037653,0.0,154155798
814790,BRKR,1253240,2020-03-12,37.05,39.3,35.68,35.69,35.2,1595056,0.0,154155798
814791,BRKR,1253240,2020-03-13,37.1,38.62,34.26,37.58,37.06,1125242,0.0,154155798
814792,BRKR,1253240,2020-03-16,33.76,34.27,31.32,31.89,31.45,999531,0.0,154155798
814793,BRKR,1253240,2020-03-17,32.69,36.37,31.33,35.03,34.54,1317299,0.0,154155798
814794,BRKR,1253240,2020-03-18,32.79,37.18,32.34,37.03,36.52,1198309,0.0,154155798
814795,BRKR,1253240,2020-03-19,36.87,37.56,33.98,35.81,35.31,1107807,0.0,154155798
814796,BRKR,1253240,2020-03-20,35.6,38.36,34.13,34.37,33.89,1006413,0.0,154155798
814797,BRKR,1253240,2020-03-23,34.79,34.79,31.18,31.86,31.42,1113404,0.0,154155798
814798,BRKR,1253240,2020-03-24,33.04,35.26,33.02,34.5,34.02,637237,0.0,154155798
814799,BRKR,1253240,2020-03-25,35.26,37.79,34.41,36.55,36.04,773900,0.0,154155798
814800,BRKR,1253240,2020-03-26,37.1,40.72,36.3,40.15,39.59,969674,0.0,154155798
814801,BRKR,1253240,2020-03-27,38.66,38.83,36.63,36.87,36.36,978197,0.0,154155798
814802,BRKR,1253240,2020-03-30,36.86,38.74,35.0,38.55,38.02,1183029,0.0,154155798
814803,BRKR,1253240,2020-03-31,38.33,39.49,35.16,35.86,35.36,1854776,0.0,154201496
814804,BRKR,1253240,2020-04-01,33.29,34.14,30.9,31.56,31.12,1312678,0.0,154201496
814805,BRKR,1253240,2020-04-02,30.97,34.72,30.78,33.61,33.14,1556851,0.0,154201496
814806,BRKR,1253240,2020-04-03,33.4,34.2,32.5,33.68,33.21,1831139,0.0,154201496
814807,BRKR,1253240,2020-04-06,35.22,36.58,34.42,36.16,35.66,563990,0.0,154201496
814808,BRKR,1253240,2020-04-07,37.5,38.26,36.08,36.28,35.78,531836,0.0,154201496
814809,BRKR,1253240,2020-04-08,36.87,37.44,35.66,36.99,36.48,1154398,0.0,154201496
814810,BRKR,1253240,2020-04-09,37.37,37.79,36.13,36.8,36.29,1382928,0.0,154201496
814811,BRKR,1253240,2020-04-13,36.81,37.11,35.3,36.11,35.61,963542,0.0,154201496
814812,BRKR,1253240,2020-04-14,37.08,37.08,36.19,36.59,36.08,876587,0.0,154201496
814813,BRKR,1253240,2020-04-15,35.66,36.06,35.13,35.88,35.38,957511,0.0,154201496
814814,BRKR,1253240,2020-04-16,36.31,36.64,35.31,36.29,35.79,678833,0.0,154201496
814815,BRKR,1253240,2020-04-17,37.11,37.81,36.31,37.53,37.01,1728951,0.0,154201496
814816,BRKR,1253240,2020-04-20,37.15,37.55,36.48,36.83,36.32,1271334,0.0,154201496
814817,BRKR,1253240,2020-04-21,35.92,35.94,34.79,35.02,34.54,835852,0.0,154201496
814818,BRKR,1253240,2020-04-22,35.69,35.69,34.82,35.4,34.91,847197,0.0,154201496
814819,BRKR,1253240,2020-04-23,35.82,37.47,34.88,36.91,36.4,907715,0.0,154201496
814820,BRKR,1253240,2020-04-24,37.41,37.41,35.6,36.88,36.37,805624,0.0,154201496
814821,BRKR,1253240,2020-04-27,37.12,38.99,37.12,38.7,38.16,961762,0.0,154201496
814822,BRKR,1253240,2020-04-28,38.69,38.94,37.38,37.59,37.07,906581,0.0,154201496
814823,BRKR,1253240,2020-04-29,38.46,40.0,38.19,39.81,39.26,631634,0.0,154201496
814824,BRKR,1253240,2020-04-30,39.57,39.94,38.74,39.32,38.78,525960,0.0,154201496
814825,BRKR,1253240,2020-05-01,38.32,38.69,36.85,37.1,36.59,624909,0.0,154201496
814826,BRKR,1253240,2020-05-04,36.99,37.14,36.03,36.22,35.72,735500,0.0,154201496
